event_id,timestamp,event_type,transaction_id,customer_id,provider,severity,metadata
EVT_0002089,2026-07-05 10:17:56,PAYMENT_RECOVERED,TXN_012393,CUST_01453,Provider_D,INFO,"{""recovered_amount"": 9657.2, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 10, ""settlement_status"": ""CONFIRMED""}"
EVT_0002090,2026-07-05 10:20:56,PAYMENT_RETRY,TXN_012393,CUST_01453,Provider_D,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""NETWORK_ERROR""}"
EVT_0002091,2026-07-05 10:30:23,PAYMENT_RECOVERED,TXN_012392,CUST_04438,Provider_A,INFO,"{""recovered_amount"": 2764.84, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 23, ""settlement_status"": ""CONFIRMED""}"
EVT_0002092,2026-07-05 10:32:49,CHECKOUT_ABANDONED,,CUST_11986,Provider_B,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 2258.0, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.94, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002093,2026-07-05 10:34:09,PAYMENT_FAILED,TXN_012423,CUST_00307,Provider_B,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 4859.18, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 2, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_LINK""}"
EVT_0002094,2026-07-05 10:38:39,PAYMENT_FAILED,TXN_012429,CUST_20851,Provider_A,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 3247.03, ""payment_method"": ""UPI"", ""retry_count"": 2, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_LINK""}"
EVT_0002095,2026-07-05 10:39:31,CHECKOUT_ABANDONED,,CUST_20597,Provider_D,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 1925.38, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.44, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002096,2026-07-05 10:43:09,PAYMENT_RETRY,TXN_012423,CUST_00307,Provider_B,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002097,2026-07-05 10:50:39,PAYMENT_RETRY,TXN_012429,CUST_20851,Provider_A,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""PROVIDER_TIMEOUT""}"
EVT_0002098,2026-07-05 10:51:39,PAYMENT_RETRY,TXN_012429,CUST_20851,Provider_A,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""PROVIDER_TIMEOUT""}"
EVT_0002099,2026-07-05 10:52:40,PAYMENT_FAILED,TXN_012446,CUST_07304,Provider_A,ERROR,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 5994.52, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002100,2026-07-05 10:56:09,PAYMENT_RETRY,TXN_012423,CUST_00307,Provider_B,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002101,2026-07-05 10:56:26,CHECKOUT_ABANDONED,,CUST_09333,Provider_C,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 1750.5, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.82, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002102,2026-07-05 11:06:15,PAYMENT_FAILED,TXN_012461,CUST_17582,Provider_C,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 2080.56, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002103,2026-07-05 11:09:23,PAYMENT_FAILED,TXN_012468,CUST_00064,Provider_A,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 4535.84, ""payment_method"": ""UPI"", ""retry_count"": 3, ""is_recoverable"": ""NO"", ""recommended_action"": ""WAIT""}"
EVT_0002104,2026-07-05 11:12:42,PAYMENT_FAILED,TXN_012471,CUST_08417,Provider_A,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 1585.19, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002105,2026-07-05 11:21:23,PAYMENT_RETRY,TXN_012468,CUST_00064,Provider_A,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002106,2026-07-05 11:25:23,PAYMENT_RETRY,TXN_012468,CUST_00064,Provider_A,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002107,2026-07-05 11:26:03,CHECKOUT_ABANDONED,,CUST_11498,Provider_B,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 1899.25, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.94, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002108,2026-07-05 11:29:23,POLICY_BLOCKED,TXN_012468,CUST_00064,Provider_A,WARNING,"{""policy_rule"": ""POL_MAX_RETRIES_EXCEEDED"", ""retry_attempts_exhausted"": 3, ""action"": ""HALT_AUTOMATIC_RETRY"", ""suggested_fallback"": ""WAIT""}"
EVT_0002109,2026-07-05 11:30:23,PAYMENT_RETRY,TXN_012468,CUST_00064,Provider_A,INFO,"{""attempt_number"": 3, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002110,2026-07-05 11:48:52,PAYMENT_FAILED,TXN_012508,CUST_04826,Provider_A,WARNING,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 2436.84, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0002111,2026-07-05 11:56:40,PAYMENT_RECOVERED,TXN_012446,CUST_07304,Provider_A,INFO,"{""recovered_amount"": 5994.52, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 64, ""settlement_status"": ""CONFIRMED""}"
EVT_0002112,2026-07-05 12:00:15,CHECKOUT_ABANDONED,,CUST_23681,Provider_B,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 2840.29, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.71, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002113,2026-07-05 12:02:48,CHECKOUT_ABANDONED,,CUST_03036,Provider_B,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 1641.56, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.45, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002114,2026-07-05 12:06:39,PAYMENT_FAILED,TXN_012534,CUST_18443,Provider_A,ERROR,"{""failure_reason"": ""PAYMENT_METHOD_EXPIRED"", ""amount"": 23861.34, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0002115,2026-07-05 12:29:57,PAYMENT_FAILED,TXN_012561,CUST_20052,Provider_C,WARNING,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 5496.42, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0002116,2026-07-05 12:52:05,PAYMENT_FAILED,TXN_012580,CUST_19616,Provider_B,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 1463.16, ""payment_method"": ""NET_BANKING"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002117,2026-07-05 12:54:26,PAYMENT_RECOVERED,TXN_012384,CUST_00831,Provider_A,INFO,"{""recovered_amount"": 1305.14, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 177, ""settlement_status"": ""CONFIRMED""}"
EVT_0002118,2026-07-05 13:02:59,PAYMENT_FAILED,TXN_012598,CUST_04897,Provider_C,WARNING,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 1064.46, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 2, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""RETRY""}"
EVT_0002119,2026-07-05 13:09:35,PAYMENT_FAILED,TXN_012611,CUST_21639,Provider_D,ERROR,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 34715.18, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002120,2026-07-05 13:14:59,PAYMENT_RETRY,TXN_012598,CUST_04897,Provider_C,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""NETWORK_ERROR""}"
EVT_0002121,2026-07-05 13:24:39,PAYMENT_FAILED,TXN_012630,CUST_07875,Provider_C,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 3293.53, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002122,2026-07-05 13:28:59,PAYMENT_RETRY,TXN_012598,CUST_04897,Provider_C,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""NETWORK_ERROR""}"
EVT_0002123,2026-07-05 13:36:33,CHECKOUT_ABANDONED,,CUST_23154,Provider_B,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 1810.94, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.67, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002124,2026-07-05 13:41:43,PAYMENT_FAILED,TXN_012653,CUST_11439,Provider_A,ERROR,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 21364.2, ""payment_method"": ""UPI"", ""retry_count"": 1, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002125,2026-07-05 13:49:43,PAYMENT_RETRY,TXN_012653,CUST_11439,Provider_A,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""NETWORK_ERROR""}"
EVT_0002126,2026-07-05 13:51:04,PAYMENT_FAILED,TXN_012667,CUST_18595,Provider_B,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 1880.5, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002127,2026-07-05 13:58:05,PAYMENT_RECOVERED,TXN_012580,CUST_19616,Provider_B,INFO,"{""recovered_amount"": 1463.16, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 66, ""settlement_status"": ""CONFIRMED""}"
EVT_0002128,2026-07-05 13:59:10,CHECKOUT_ABANDONED,,CUST_12989,Provider_D,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 1884.75, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.69, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002129,2026-07-05 14:05:31,CHECKOUT_ABANDONED,,CUST_05927,Provider_C,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 2729.76, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.42, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002130,2026-07-05 14:07:42,PAYMENT_RECOVERED,TXN_012471,CUST_08417,Provider_A,INFO,"{""recovered_amount"": 1585.19, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 175, ""settlement_status"": ""CONFIRMED""}"
EVT_0002131,2026-07-05 14:36:15,PAYMENT_FAILED,TXN_012735,CUST_03395,Provider_B,ERROR,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 24304.01, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0002132,2026-07-05 14:38:55,PAYMENT_FAILED,TXN_012738,CUST_04109,Provider_B,ERROR,"{""failure_reason"": ""RECURRING_PAYMENT_FAILED"", ""amount"": 13637.01, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""PAYMENT_LINK""}"
EVT_0002133,2026-07-05 14:41:24,CHECKOUT_ABANDONED,,CUST_05773,Provider_C,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 816.35, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.86, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002134,2026-07-05 14:48:29,PAYMENT_FAILED,TXN_012749,CUST_01507,Provider_B,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 3735.9, ""payment_method"": ""UPI"", ""retry_count"": 1, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002135,2026-07-05 14:50:07,PAYMENT_FAILED,TXN_012751,CUST_02772,Provider_C,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 4300.47, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002136,2026-07-05 14:51:09,PAYMENT_FAILED,TXN_012753,CUST_14635,Provider_B,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 4334.16, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002137,2026-07-05 14:52:29,PAYMENT_RETRY,TXN_012749,CUST_01507,Provider_B,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002138,2026-07-05 14:57:37,PAYMENT_FAILED,TXN_012767,CUST_12222,Provider_C,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 1873.65, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 2, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""RETRY""}"
EVT_0002139,2026-07-05 14:58:19,PAYMENT_FAILED,TXN_012770,CUST_13750,Provider_A,CRITICAL,"{""failure_reason"": ""SUSPICIOUS_TRANSACTION"", ""amount"": 364.58, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""NO"", ""recommended_action"": ""HUMAN_REVIEW""}"
EVT_0002140,2026-07-05 15:04:29,PAYMENT_FAILED,TXN_012777,CUST_00507,Provider_A,ERROR,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 4481.29, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002141,2026-07-05 15:08:01,PAYMENT_FAILED,TXN_012781,CUST_03944,Provider_B,WARNING,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 1061.43, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002142,2026-07-05 15:12:37,PAYMENT_RETRY,TXN_012767,CUST_12222,Provider_C,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002143,2026-07-05 15:13:04,PAYMENT_FAILED,TXN_012785,CUST_00117,Provider_B,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 3789.02, ""payment_method"": ""NET_BANKING"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002144,2026-07-05 15:17:22,PAYMENT_FAILED,TXN_012789,CUST_02339,Provider_D,WARNING,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 603.18, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002145,2026-07-05 15:19:35,CHECKOUT_ABANDONED,,CUST_14574,Provider_D,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 2966.5, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.7, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002146,2026-07-05 15:19:37,PAYMENT_RETRY,TXN_012767,CUST_12222,Provider_C,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002147,2026-07-05 15:36:36,CHECKOUT_ABANDONED,,CUST_06793,Provider_B,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 1834.15, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.49, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002148,2026-07-05 15:37:14,PAYMENT_FAILED,TXN_012814,CUST_24111,Provider_D,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 1724.32, ""payment_method"": ""NET_BANKING"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002149,2026-07-05 15:42:48,PAYMENT_FAILED,TXN_012820,CUST_22507,Provider_C,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 3537.19, ""payment_method"": ""NET_BANKING"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002150,2026-07-05 15:46:07,PAYMENT_RECOVERED,TXN_012751,CUST_02772,Provider_C,INFO,"{""recovered_amount"": 4300.47, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 56, ""settlement_status"": ""CONFIRMED""}"
EVT_0002151,2026-07-05 15:47:21,PAYMENT_FAILED,TXN_012827,CUST_08955,Provider_A,WARNING,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 653.28, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 1, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0002152,2026-07-05 15:50:21,PAYMENT_RETRY,TXN_012827,CUST_08955,Provider_A,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""INSUFFICIENT_FUNDS""}"
EVT_0002153,2026-07-05 15:58:34,CHECKOUT_ABANDONED,,CUST_16184,Provider_A,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 2017.44, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.6, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002154,2026-07-05 15:59:01,PAYMENT_RECOVERED,TXN_012781,CUST_03944,Provider_B,INFO,"{""recovered_amount"": 1061.43, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 51, ""settlement_status"": ""CONFIRMED""}"
EVT_0002155,2026-07-05 16:02:29,PAYMENT_RECOVERED,TXN_012749,CUST_01507,Provider_B,INFO,"{""recovered_amount"": 3735.9, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 74, ""settlement_status"": ""CONFIRMED""}"
EVT_0002156,2026-07-05 16:13:04,PAYMENT_RECOVERED,TXN_012785,CUST_00117,Provider_B,INFO,"{""recovered_amount"": 3789.02, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 60, ""settlement_status"": ""CONFIRMED""}"
EVT_0002157,2026-07-05 16:17:29,PAYMENT_RECOVERED,TXN_012777,CUST_00507,Provider_A,INFO,"{""recovered_amount"": 4481.29, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 73, ""settlement_status"": ""CONFIRMED""}"
EVT_0002158,2026-07-05 16:18:17,PAYMENT_FAILED,TXN_012856,CUST_15512,Provider_D,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 6747.36, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002159,2026-07-05 16:29:25,PAYMENT_FAILED,TXN_012875,CUST_24479,Provider_C,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 1707.24, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002160,2026-07-05 16:29:47,CHECKOUT_ABANDONED,,CUST_21399,Provider_D,WARNING,"{""abandoned_step"": ""MANDATE_AUTHORIZATION"", ""cart_value"": 3150.32, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.51, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002161,2026-07-05 16:31:17,PAYMENT_RECOVERED,TXN_012856,CUST_15512,Provider_D,INFO,"{""recovered_amount"": 6747.36, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 13, ""settlement_status"": ""CONFIRMED""}"
EVT_0002162,2026-07-05 16:38:23,PAYMENT_FAILED,TXN_012883,CUST_19634,Provider_B,WARNING,"{""failure_reason"": ""CARD_EXPIRED"", ""amount"": 2863.87, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 2, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0002163,2026-07-05 16:41:30,CHECKOUT_ABANDONED,,CUST_10321,Provider_C,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 1176.75, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.69, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002164,2026-07-05 16:45:23,PAYMENT_RETRY,TXN_012883,CUST_19634,Provider_B,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""CARD_EXPIRED""}"
EVT_0002165,2026-07-05 16:48:25,PAYMENT_RECOVERED,TXN_012875,CUST_24479,Provider_C,INFO,"{""recovered_amount"": 1707.24, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 19, ""settlement_status"": ""CONFIRMED""}"
EVT_0002166,2026-07-05 16:49:15,CHECKOUT_ABANDONED,,CUST_13635,Provider_C,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 3272.57, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.48, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002167,2026-07-05 16:53:23,CHECKOUT_ABANDONED,,CUST_15288,Provider_A,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 1247.37, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.86, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002168,2026-07-05 16:57:55,PAYMENT_FAILED,TXN_012911,CUST_04134,Provider_A,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 3998.71, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 1, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002169,2026-07-05 16:58:23,PAYMENT_RETRY,TXN_012883,CUST_19634,Provider_B,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""CARD_EXPIRED""}"
EVT_0002170,2026-07-05 17:03:55,PAYMENT_RECOVERED,TXN_012738,CUST_04109,Provider_B,INFO,"{""recovered_amount"": 13637.01, ""recovery_channel"": ""PAYMENT_LINK_DISPATCH"", ""time_to_recover_minutes"": 145, ""settlement_status"": ""CONFIRMED""}"
EVT_0002171,2026-07-05 17:03:55,PAYMENT_RETRY,TXN_012911,CUST_04134,Provider_A,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0002172,2026-07-05 17:07:19,PAYMENT_FAILED,TXN_012920,CUST_01368,Provider_B,ERROR,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 20255.52, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0002173,2026-07-05 17:20:51,CHECKOUT_ABANDONED,,CUST_22572,Provider_C,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 1800.89, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.52, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002174,2026-07-05 17:20:56,CHECKOUT_ABANDONED,,CUST_19838,Provider_A,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 2776.98, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.48, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002175,2026-07-05 17:28:39,CHECKOUT_ABANDONED,,CUST_00370,Provider_B,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 1360.27, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.54, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002176,2026-07-05 17:36:58,CHECKOUT_ABANDONED,,CUST_02112,Provider_C,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 3404.32, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.54, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0002177,2026-07-05 17:54:17,PAYMENT_FAILED,TXN_012978,CUST_09883,Provider_B,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 1537.11, ""payment_method"": ""UPI"", ""retry_count"": 1, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
